Time Temp Unit Luminosity
336 105 1 0.9104
3024 105 12 0.6404
3024 105 13 0.6999
3024 105 14 0.4335
3024 105 15 0.5681
3024 105 16 0.5911
3024 105 17 0.7094
3024 105 18 0.5987
3024 105 19 0.4095
3024 105 20 0.528
3024 105 21 0.6684
3024 105 22 0.5388
3024 105 23 0.4533
3024 105 24 0.6452
3024 105 25 0.4715
3360 105 1 0.7082
3360 105 2 0.4258
3360 105 3 0.4963
3360 105 4 0.6115
3360 105 5 0.5487
3360 105 6 0.6096
3360 105 7 0.5487
3360 105 8 0.411
3360 105 9 0.49
3360 105 10 0.5994
3360 105 11 0.6899
3360 105 12 0.6176
3360 105 13 0.7191
3360 105 14 0.4073
3360 105 15 0.5767
3360 105 16 0.5982
3360 105 17 0.6947
3360 105 18 0.5702
3360 105 19 0.3849
3360 105 20 0.4927
3360 105 21 0.6865
3360 105 22 0.5296
3360 105 23 0.4392
3360 105 24 0.6377
3360 105 25 0.4289
3696 105 1 0.6763
3696 105 2 0.4084
3696 105 3 0.4973
3696 105 4 0.6223
3696 105 5 0.5885
3696 105 6 0.5623
3696 105 7 0.5495
3696 105 8 0.3864
3696 105 9 0.4826
3696 105 10 0.5446
3696 105 11 0.6303
3696 105 12 0.6007
3696 105 13 0.6747
3696 105 14 0.3957
3696 105 15 0.5587
3696 105 16 0.5749
3696 105 17 0.6458
3696 105 18 0.5524
3696 105 19 0.3545
3696 105 20 0.4449
3696 105 21 0.651
3696 105 22 0.4828
3696 105 23 0.4034
3696 105 24 0.629
3696 105 25 0.3967
4032 105 1 0.6632
4032 105 2 0.3677
4032 105 3 0.4905
4032 105 4 0.6195
4032 105 5 0.5781
4032 105 6 0.5607
4032 105 7 0.5263
4032 105 8 0.3693
4032 105 9 0.4571
4032 105 10 0.5527
4032 105 11 0.656
4032 105 12 0.5717
4032 105 13 0.674
4032 105 14 0.3927
4032 105 15 0.5304
4032 105 16 0.5813
4032 105 17 0.6448
4032 105 18 0.52
4032 105 19 0.3589
4032 105 20 0.4608
4032 105 21 0.6115
4032 105 22 0.4626
4032 105 23 0.3674
4032 105 24 0.6407
4032 105 25 0.4025
4368 105 1 0.6797
4368 105 2 0.3922
4368 105 3 0.4474
4368 105 4 0.5819
4368 105 5 0.5627
4368 105 6 0.5213
4368 105 7 0.502
4368 105 8 0.3582
4368 105 9 0.4824
4368 105 10 0.5453
4368 105 11 0.6188
4368 105 12 0.5758
4368 105 13 0.6492
4368 105 14 0.42
4368 105 15 0.5439
4368 105 16 0.5619
4368 105 17 0.6419
4368 105 18 0.5435
4368 105 19 0.3539
4368 105 20 0.4597
4368 105 21 0.6169
4368 105 22 0.4595
4368 105 23 0.3994
4368 105 24 0.6287
4368 105 25 0.3832
4704 105 1 0.6347
4704 105 2 0.4072
4704 105 3 0.4795
4704 105 4 0.5852
4704 105 5 0.5561
4704 105 6 0.5459
4704 105 7 0.4993
4704 105 8 0.3386
4704 105 9 0.4643
4704 105 10 0.5495
4704 105 11 0.6156
4704 105 12 0.5545
4704 105 13 0.6182
4704 105 14 0.3428
4704 105 15 0.5154
4704 105 16 0.57
4704 105 17 0.6594
4704 105 18 0.4803
4704 105 19 0.3331
4704 105 20 0.4121
4704 105 21 0.6138
4704 105 22 0.4695
4704 105 23 0.3528
4704 105 24 0.596
4704 105 25 0.3647
5040 105 1 0.6336
5040 105 2 0.3789
5040 105 3 0.4628
5040 105 4 0.5654
5040 105 5 0.5375
5040 105 6 0.536
5040 105 7 0.5245
5040 105 8 0.3479
5040 105 9 0.4651
5040 105 10 0.4969
5040 105 11 0.6447
5040 105 12 0.5638
5040 105 13 0.6199
5040 105 14 0.3403
5040 105 15 0.501
5040 105 16 0.5378
5040 105 17 0.6088
5040 105 18 0.5002
5040 105 19 0.3392
5040 105 20 0.3538
5040 105 21 0.573
5040 105 22 0.4488
5040 105 23 0.3698
5040 105 24 0.5852
5040 105 25 0.3412
5376 105 1 0.614
5376 105 2 0.3364
5376 105 3 0.4293
5376 105 4 0.5556
5376 105 5 0.5069
5376 105 6 0.5091
5376 105 7 0.5005
5376 105 8 0.3208
5376 105 9 0.4156
5376 105 10 0.4782
5376 105 11 0.6144
5376 105 12 0.5183
5376 105 13 0.6146
5376 105 14 0.3058
5376 105 15 0.5055
5376 105 16 0.5314
5376 105 17 0.6449
5376 105 18 0.4812
5376 105 19 0.3491
5376 105 20 0.3984
5376 105 21 0.5809
5376 105 22 0.4622
5376 105 23 0.3224
5376 105 24 0.578
5376 105 25 0.337
5712 105 1 0.62
5712 105 2 0.3477
5712 105 3 0.4203
5712 105 4 0.5018
5712 105 5 0.5163
5712 105 6 0.5155
5712 105 7 0.4887
5712 105 8 0.2886
5712 105 9 0.4138
5712 105 10 0.4714
5712 105 11 0.6041
5712 105 12 0.4934
5712 105 13 0.6164
5712 105 14 0.3176
5712 105 15 0.4382
5712 105 16 0.5085
5712 105 17 0.6055
5712 105 18 0.4715
5712 105 19 0.3564
5712 105 20 0.374
5712 105 21 0.5424
5712 105 22 0.4273
5712 105 23 0.3139
5712 105 24 0.5836
5712 105 25 0.3329
6048 105 1 0.6346
6048 105 2 0.3357
6048 105 3 0.4108
6048 105 4 0.492
6048 105 5 0.4821
6048 105 6 0.4854
6048 105 7 0.4633
6048 105 8 0.326
6048 105 9 0.408
6048 105 10 0.4325
6048 105 11 0.6065
6048 105 12 0.4877
6048 105 13 0.5877
6048 105 14 0.3174
6048 105 15 0.4683
6048 105 16 0.5025
6048 105 17 0.6176
6048 105 18 0.4848
6048 105 19 0.334
6048 105 20 0.3674
6048 105 21 0.5726
6048 105 22 0.4413
6048 105 23 0.3288
6048 105 24 0.5978
6048 105 25 0.2989
6384 105 1 0.6151
6384 105 2 0.3432
6384 105 3 0.403
6384 105 4 0.5262
6384 105 5 0.5158
6384 105 6 0.5105
6384 105 7 0.49
6384 105 8 0.2891
6384 105 9 0.4079
6384 105 10 0.4757
6384 105 11 0.5725
6384 105 12 0.4886
6384 105 13 0.569
6384 105 14 0.3046
6384 105 15 0.4776
6384 105 16 0.5067
6384 105 17 0.5903
6384 105 18 0.4692
6384 105 19 0.3365
6384 105 20 0.3121
6384 105 21 0.5249
6384 105 22 0.4103
6384 105 23 0.2903
6384 105 24 0.5479
6384 105 25 0.3251
6720 105 1 0.6021
6720 105 2 0.3374
6720 105 3 0.393
6720 105 4 0.5149
6720 105 5 0.447
6720 105 6 0.502
6720 105 7 0.4351
6720 105 8 0.2822
6720 105 9 0.3972
6720 105 10 0.4533
6720 105 11 0.6134
6720 105 12 0.4561
6720 105 13 0.6056
6720 105 14 0.2634
6720 105 15 0.4162
6720 105 16 0.4704
6720 105 17 0.5559
6720 105 18 0.4525
6720 105 19 0.3147
6720 105 20 0.3382
6720 105 21 0.5188
6720 105 22 0.4055
6720 105 23 0.2954
6720 105 24 0.5894
6720 105 25 0.291
7056 105 1 0.5802
7056 105 2 0.3347
7056 105 3 0.4031
7056 105 4 0.5185
7056 105 5 0.482
7056 105 6 0.4698
7056 105 7 0.4728
7056 105 8 0.2788
7056 105 9 0.3787
7056 105 10 0.4488
7056 105 11 0.5801
7056 105 12 0.5024
7056 105 13 0.5918
7056 105 14 0.28
7056 105 15 0.4002
7056 105 16 0.5011
7056 105 17 0.5917
7056 105 18 0.4542
7056 105 19 0.3077
7056 105 20 0.302
7056 105 21 0.5138
7056 105 22 0.4029
7056 105 23 0.3176
7056 105 24 0.5746
7056 105 25 0.3306
7392 105 1 0.5924
7392 105 2 0.3225
7392 105 3 0.3917
7392 105 4 0.4782
7392 105 5 0.4765
7392 105 6 0.454
7392 105 7 0.4357
7392 105 8 0.2967
7392 105 9 0.3737
7392 105 10 0.4077
7392 105 11 0.5572
7392 105 12 0.4942
7392 105 13 0.5547
7392 105 14 0.2683
7392 105 15 0.4228
7392 105 16 0.4698
7392 105 17 0.5753
7392 105 18 0.4382
7392 105 19 0.3127
7392 105 20 0.3156
7392 105 21 0.5437
7392 105 22 0.3523
7392 105 23 0.2804
7392 105 24 0.5626
7392 105 25 0.2717
7728 105 1 0.5891
7728 105 2 0.3356
7728 105 3 0.3822
7728 105 4 0.4976
7728 105 5 0.4237
7728 105 6 0.466
7728 105 7 0.4616
7728 105 8 0.2574
7728 105 9 0.3835
7728 105 10 0.432
7728 105 11 0.559
7728 105 12 0.4597
7728 105 13 0.5653
7728 105 14 0.2873
7728 105 15 0.4363
7728 105 16 0.4795
7728 105 17 0.5581
7728 105 18 0.4297
7728 105 19 0.3276
7728 105 20 0.3136
7728 105 21 0.4987
7728 105 22 0.3706
7728 105 23 0.2365
7728 105 24 0.5488
7728 105 25 0.2597
8064 105 1 0.5722
8064 105 2 0.311
8064 105 3 0.4315
8064 105 4 0.4709
8064 105 5 0.4504
8064 105 6 0.4418
8064 105 7 0.4546
8064 105 8 0.2627
8064 105 9 0.3658
8064 105 10 0.3936
8064 105 11 0.5532
8064 105 12 0.4293
8064 105 13 0.5527
8064 105 14 0.253
8064 105 15 0.4172
8064 105 16 0.4626
8064 105 17 0.5782
8064 105 18 0.4396
8064 105 19 0.3157
8064 105 20 0.2816
8064 105 21 0.4715
8064 105 22 0.3669
8064 105 23 0.2263
8064 105 24 0.5129
8064 105 25 0.2716
8400 105 1 0.5564
8400 105 2 0.3154
8400 105 3 0.3922
8400 105 4 0.4801
8400 105 5 0.4359
8400 105 6 0.4569
8400 105 7 0.425
8400 105 8 0.2693
8400 105 9 0.3527
8400 105 10 0.4121
8400 105 11 0.5488
8400 105 12 0.4503
8400 105 13 0.5514
8400 105 14 0.2781
8400 105 15 0.4242
8400 105 16 0.4836
8400 105 17 0.5449
8400 105 18 0.3982
8400 105 19 0.3285
8400 105 20 0.2829
8400 105 21 0.4526
8400 105 22 0.3588
8400 105 23 0.2667
8400 105 24 0.5366
8400 105 25 0.2629
8736 105 1 0.5657
8736 105 2 0.2915
8736 105 3 0.3857
8736 105 4 0.4414
8736 105 5 0.4444
8736 105 6 0.4084
8736 105 7 0.4474
8736 105 8 0.2438
8736 105 9 0.3824
8736 105 10 0.3674
8736 105 11 0.568
8736 105 12 0.395
8736 105 13 0.5269
8736 105 14 0.2377
8736 105 15 0.4043
8736 105 16 0.4392
8736 105 17 0.5638
8736 105 18 0.3894
8736 105 19 0.2619
8736 105 20 0.2807
8736 105 21 0.465
8736 105 22 0.3537
8736 105 23 0.2606
8736 105 24 0.5022
8736 105 25 0.2721
9072 105 1 0.556
9072 105 2 0.2927
9072 105 3 0.3552
9072 105 4 0.4581
9072 105 5 0.426
9072 105 6 0.4218
9072 105 7 0.4141
9072 105 8 0.2095
9072 105 9 0.3276
9072 105 10 0.3698
9072 105 11 0.5621
9072 105 12 0.435
9072 105 13 0.5182
9072 105 14 0.2611
9072 105 15 0.4212
9072 105 16 0.416
9072 105 17 0.5179
9072 105 18 0.3884
9072 105 19 0.2927
9072 105 20 0.3013
9072 105 21 0.4424
9072 105 22 0.3401
9072 105 23 0.2231
9072 105 24 0.4777
9072 105 25 0.2782
9408 105 1 0.524
9408 105 2 0.3112
9408 105 3 0.3718
9408 105 4 0.4311
9408 105 5 0.4342
9408 105 6 0.4095
9408 105 7 0.4162
9408 105 8 0.2291
9408 105 9 0.3602
9408 105 10 0.3765
9408 105 11 0.5264
9408 105 12 0.4184
9408 105 13 0.5413
9408 105 14 0.2577
9408 105 15 0.3846
9408 105 16 0.4615
9408 105 17 0.5373
9408 105 18 0.4057
9408 105 19 0.276
9408 105 20 0.2791
9408 105 21 0.4448
9408 105 22 0.3497
9408 105 23 0.2275
9408 105 24 0.5048
9408 105 25 0.2294
9744 105 1 0.5334
9744 105 2 0.2871
9744 105 3 0.3703
9744 105 4 0.4293
9744 105 5 0.4004
9744 105 6 0.4085
9744 105 7 0.4026
9744 105 8 0.2226
9744 105 9 0.3229
9744 105 10 0.3588
9744 105 11 0.5386
9744 105 12 0.3939
9744 105 13 0.5152
9744 105 14 0.2153
9744 105 15 0.4013
9744 105 16 0.442
9744 105 17 0.5134
9744 105 18 0.3495
9744 105 19 0.298
9744 105 20 0.2387
9744 105 21 0.4156
9744 105 22 0.3165
9744 105 23 0.267
9744 105 24 0.5126
9744 105 25 0.2385
