Time Temp Unit Luminosity
336 65 1 0.9538
2688 65 9 0.739
2688 65 10 0.6596
2688 65 11 0.7424
2688 65 12 0.7765
2688 65 13 0.7105
2688 65 14 0.7594
2688 65 15 0.8425
2688 65 16 0.7938
2688 65 17 0.8227
2688 65 18 0.8556
2688 65 19 0.7937
2688 65 20 0.6784
2688 65 21 0.8226
2688 65 22 0.7436
2688 65 23 0.8818
2688 65 24 0.7422
2688 65 25 0.7275
3024 65 1 0.7959
3024 65 2 0.8538
3024 65 3 0.7376
3024 65 4 0.7578
3024 65 5 0.7095
3024 65 6 0.773
3024 65 7 0.6831
3024 65 8 0.6601
3024 65 9 0.6933
3024 65 10 0.6404
3024 65 11 0.7206
3024 65 12 0.7849
3024 65 13 0.7184
3024 65 14 0.7479
3024 65 15 0.8586
3024 65 16 0.7408
3024 65 17 0.7901
3024 65 18 0.8126
3024 65 19 0.8077
3024 65 20 0.6716
3024 65 21 0.7818
3024 65 22 0.7186
3024 65 23 0.8768
3024 65 24 0.7517
3024 65 25 0.7079
3360 65 1 0.7761
3360 65 2 0.8469
3360 65 3 0.6713
3360 65 4 0.741
3360 65 5 0.7079
3360 65 6 0.7617
3360 65 7 0.6884
3360 65 8 0.6715
3360 65 9 0.6727
3360 65 10 0.6391
3360 65 11 0.6816
3360 65 12 0.773
3360 65 13 0.7103
3360 65 14 0.7053
3360 65 15 0.8213
3360 65 16 0.7513
3360 65 17 0.7922
3360 65 18 0.8183
3360 65 19 0.791
3360 65 20 0.6375
3360 65 21 0.7671
3360 65 22 0.6744
3360 65 23 0.8697
3360 65 24 0.7408
3360 65 25 0.696
3696 65 1 0.7572
3696 65 2 0.8209
3696 65 3 0.6543
3696 65 4 0.7223
3696 65 5 0.687
3696 65 6 0.7633
3696 65 7 0.6452
3696 65 8 0.6274
3696 65 9 0.7232
3696 65 10 0.6497
3696 65 11 0.668
3696 65 12 0.7314
3696 65 13 0.6643
3696 65 14 0.6837
3696 65 15 0.8235
3696 65 16 0.7119
3696 65 17 0.8062
3696 65 18 0.8076
3696 65 19 0.7656
3696 65 20 0.6106
3696 65 21 0.7385
3696 65 22 0.7089
3696 65 23 0.8519
3696 65 24 0.7132
3696 65 25 0.6881
4032 65 1 0.7451
4032 65 2 0.8035
4032 65 3 0.6683
4032 65 4 0.7104
4032 65 5 0.6837
4032 65 6 0.744
4032 65 7 0.6359
4032 65 8 0.6307
4032 65 9 0.6827
4032 65 10 0.6129
4032 65 11 0.6475
4032 65 12 0.7568
4032 65 13 0.7001
4032 65 14 0.662
4032 65 15 0.8135
4032 65 16 0.7077
4032 65 17 0.7608
4032 65 18 0.8116
4032 65 19 0.7721
4032 65 20 0.6211
4032 65 21 0.7409
4032 65 22 0.6559
4032 65 23 0.8492
4032 65 24 0.7128
4032 65 25 0.6821
4368 65 1 0.7203
4368 65 2 0.7894
4368 65 3 0.661
4368 65 4 0.6849
4368 65 5 0.6906
4368 65 6 0.7436
4368 65 7 0.6147
4368 65 8 0.616
4368 65 9 0.6646
4368 65 10 0.6219
4368 65 11 0.6626
4368 65 12 0.7227
4368 65 13 0.668
4368 65 14 0.6536
4368 65 15 0.7957
4368 65 16 0.6807
4368 65 17 0.7361
4368 65 18 0.7923
4368 65 19 0.7489
4368 65 20 0.5874
4368 65 21 0.7531
4368 65 22 0.6543
4368 65 23 0.8359
4368 65 24 0.7042
4368 65 25 0.6639
4704 65 1 0.7343
4704 65 2 0.8028
4704 65 3 0.6518
4704 65 4 0.6829
4704 65 5 0.6383
4704 65 6 0.7432
4704 65 7 0.6057
4704 65 8 0.5953
4704 65 9 0.6539
4704 65 10 0.5998
4704 65 11 0.6571
4704 65 12 0.7404
4704 65 13 0.6577
4704 65 14 0.6591
4704 65 15 0.8101
4704 65 16 0.6985
4704 65 17 0.7408
4704 65 18 0.7752
4704 65 19 0.7358
4704 65 20 0.6204
4704 65 21 0.7221
4704 65 22 0.6565
4704 65 23 0.8682
4704 65 24 0.6824
4704 65 25 0.6648
5040 65 1 0.7416
5040 65 2 0.8189
5040 65 3 0.5946
5040 65 4 0.6805
5040 65 5 0.6489
5040 65 6 0.692
5040 65 7 0.5857
5040 65 8 0.6282
5040 65 9 0.6487
5040 65 10 0.5836
5040 65 11 0.6187
5040 65 12 0.7044
5040 65 13 0.6323
5040 65 14 0.618
5040 65 15 0.7682
5040 65 16 0.6929
5040 65 17 0.7449
5040 65 18 0.7601
5040 65 19 0.7336
5040 65 20 0.6251
5040 65 21 0.72
5040 65 22 0.6188
5040 65 23 0.8278
5040 65 24 0.6841
5040 65 25 0.6463
5376 65 1 0.7232
5376 65 2 0.795
5376 65 3 0.5995
5376 65 4 0.648
5376 65 5 0.6335
5376 65 6 0.7011
5376 65 7 0.5999
5376 65 8 0.6057
5376 65 9 0.6225
5376 65 10 0.5922
5376 65 11 0.6056
5376 65 12 0.7257
5376 65 13 0.631
5376 65 14 0.6148
5376 65 15 0.8219
5376 65 16 0.681
5376 65 17 0.725
5376 65 18 0.7631
5376 65 19 0.7444
5376 65 20 0.5834
5376 65 21 0.6628
5376 65 22 0.6102
5376 65 23 0.8459
5376 65 24 0.662
5376 65 25 0.6624
5712 65 1 0.7175
5712 65 2 0.7934
5712 65 3 0.6461
5712 65 4 0.6765
5712 65 5 0.6401
5712 65 6 0.7079
5712 65 7 0.5986
5712 65 8 0.6032
5712 65 9 0.5971
5712 65 10 0.5598
5712 65 11 0.5962
5712 65 12 0.6816
5712 65 13 0.6366
5712 65 14 0.6065
5712 65 15 0.758
5712 65 16 0.642
5712 65 17 0.7273
5712 65 18 0.7427
5712 65 19 0.7551
5712 65 20 0.558
5712 65 21 0.6499
5712 65 22 0.5897
5712 65 23 0.8097
5712 65 24 0.6333
5712 65 25 0.6235
6048 65 1 0.7079
6048 65 2 0.7607
6048 65 3 0.5982
6048 65 4 0.6536
6048 65 5 0.6185
6048 65 6 0.6798
6048 65 7 0.5848
6048 65 8 0.5836
6048 65 9 0.5939
6048 65 10 0.5553
6048 65 11 0.5948
6048 65 12 0.659
6048 65 13 0.6314
6048 65 14 0.615
6048 65 15 0.7728
6048 65 16 0.6299
6048 65 17 0.7223
6048 65 18 0.7378
6048 65 19 0.7348
6048 65 20 0.5383
6048 65 21 0.66
6048 65 22 0.5977
6048 65 23 0.8299
6048 65 24 0.6477
6048 65 25 0.6106
6384 65 1 0.6831
6384 65 2 0.7805
6384 65 3 0.6403
6384 65 4 0.6266
6384 65 5 0.6086
6384 65 6 0.6884
6384 65 7 0.581
6384 65 8 0.5712
6384 65 9 0.6036
6384 65 10 0.5628
6384 65 11 0.5825
6384 65 12 0.689
6384 65 13 0.5921
6384 65 14 0.5778
6384 65 15 0.7671
6384 65 16 0.5957
6384 65 17 0.7112
6384 65 18 0.7303
6384 65 19 0.7058
6384 65 20 0.5536
6384 65 21 0.674
6384 65 22 0.5834
6384 65 23 0.8271
6384 65 24 0.6164
6384 65 25 0.6037
6720 65 1 0.6873
6720 65 2 0.7953
6720 65 3 0.5903
6720 65 4 0.6432
6720 65 5 0.6284
6720 65 6 0.6991
6720 65 7 0.5579
6720 65 8 0.5604
6720 65 9 0.5822
6720 65 10 0.5522
6720 65 11 0.5748
6720 65 12 0.6933
6720 65 13 0.5797
6720 65 14 0.5749
6720 65 15 0.7522
6720 65 16 0.5959
6720 65 17 0.7159
6720 65 18 0.7241
6720 65 19 0.7402
6720 65 20 0.5425
6720 65 21 0.6439
6720 65 22 0.5133
6720 65 23 0.8066
6720 65 24 0.5768
6720 65 25 0.5941
7056 65 1 0.6841
7056 65 2 0.7665
7056 65 3 0.6024
7056 65 4 0.6116
7056 65 5 0.6058
7056 65 6 0.6514
7056 65 7 0.5615
7056 65 8 0.5776
7056 65 9 0.5926
7056 65 10 0.5569
7056 65 11 0.5791
7056 65 12 0.6551
7056 65 13 0.5742
7056 65 14 0.5506
7056 65 15 0.7492
7056 65 16 0.5931
7056 65 17 0.7131
7056 65 18 0.7266
7056 65 19 0.73
7056 65 20 0.5367
7056 65 21 0.6474
7056 65 22 0.5724
7056 65 23 0.7816
7056 65 24 0.5949
7056 65 25 0.6069
7392 65 1 0.6402
7392 65 2 0.7694
7392 65 3 0.6039
7392 65 4 0.6314
7392 65 5 0.5864
7392 65 6 0.6647
7392 65 7 0.5564
7392 65 8 0.5537
7392 65 9 0.5565
7392 65 10 0.5149
7392 65 11 0.5697
7392 65 12 0.6678
7392 65 13 0.6188
7392 65 14 0.5814
7392 65 15 0.6954
7392 65 16 0.5875
7392 65 17 0.7044
7392 65 18 0.7006
7392 65 19 0.6755
7392 65 20 0.5196
7392 65 21 0.6231
7392 65 22 0.5622
7392 65 23 0.8116
7392 65 24 0.5992
7392 65 25 0.576
7728 65 1 0.632
7728 65 2 0.7883
7728 65 3 0.588
7728 65 4 0.6283
7728 65 5 0.5902
7728 65 6 0.6346
7728 65 7 0.5388
7728 65 8 0.5072
7728 65 9 0.5801
7728 65 10 0.563
7728 65 11 0.5594
7728 65 12 0.6545
7728 65 13 0.599
7728 65 14 0.5499
7728 65 15 0.7259
7728 65 16 0.5757
7728 65 17 0.6975
7728 65 18 0.7192
7728 65 19 0.7324
7728 65 20 0.5405
7728 65 21 0.6197
7728 65 22 0.522
7728 65 23 0.8116
7728 65 24 0.5928
7728 65 25 0.5619
8064 65 1 0.651
8064 65 2 0.7481
8064 65 3 0.5608
8064 65 4 0.612
8064 65 5 0.5605
8064 65 6 0.6322
8064 65 7 0.533
8064 65 8 0.5384
8064 65 9 0.536
8064 65 10 0.5181
8064 65 11 0.5437
8064 65 12 0.6451
8064 65 13 0.5704
8064 65 14 0.5508
8064 65 15 0.724
8064 65 16 0.5574
8064 65 17 0.6985
8064 65 18 0.6688
8064 65 19 0.6821
8064 65 20 0.5271
8064 65 21 0.6195
8064 65 22 0.5357
8064 65 23 0.8196
8064 65 24 0.5832
8064 65 25 0.6068
8400 65 1 0.6302
8400 65 2 0.7405
8400 65 3 0.565
8400 65 4 0.6169
8400 65 5 0.5582
8400 65 6 0.6472
8400 65 7 0.5321
8400 65 8 0.5594
8400 65 9 0.5339
8400 65 10 0.5291
8400 65 11 0.5221
8400 65 12 0.6493
8400 65 13 0.55
8400 65 14 0.5244
8400 65 15 0.7231
8400 65 16 0.5571
8400 65 17 0.656
8400 65 18 0.7011
8400 65 19 0.6698
8400 65 20 0.5088
8400 65 21 0.6161
8400 65 22 0.5013
8400 65 23 0.7968
8400 65 24 0.5616
8400 65 25 0.5855
8736 65 1 0.6468
8736 65 2 0.7585
8736 65 3 0.5609
8736 65 4 0.6056
8736 65 5 0.5479
8736 65 6 0.6326
8736 65 7 0.5286
8736 65 8 0.5244
8736 65 9 0.553
8736 65 10 0.5307
8736 65 11 0.5545
8736 65 12 0.6496
8736 65 13 0.5836
8736 65 14 0.5398
8736 65 15 0.7063
8736 65 16 0.5662
8736 65 17 0.6546
8736 65 18 0.6771
8736 65 19 0.6984
8736 65 20 0.488
8736 65 21 0.5959
8736 65 22 0.5185
8736 65 23 0.7922
8736 65 24 0.5553
8736 65 25 0.5635
9072 65 1 0.6245
9072 65 2 0.7227
9072 65 3 0.5438
9072 65 4 0.6249
9072 65 5 0.5453
9072 65 6 0.6207
9072 65 7 0.5109
9072 65 8 0.4867
9072 65 9 0.5297
9072 65 10 0.4851
9072 65 11 0.5103
9072 65 12 0.6219
9072 65 13 0.5504
9072 65 14 0.5417
9072 65 15 0.714
9072 65 16 0.5641
9072 65 17 0.6585
9072 65 18 0.6888
9072 65 19 0.702
9072 65 20 0.5294
9072 65 21 0.5907
9072 65 22 0.5052
9072 65 23 0.8114
9072 65 24 0.593
9072 65 25 0.5563
9408 65 1 0.6312
9408 65 2 0.7514
9408 65 3 0.5628
9408 65 4 0.5763
9408 65 5 0.5608
9408 65 6 0.6364
9408 65 7 0.5181
9408 65 8 0.5078
9408 65 9 0.5169
9408 65 10 0.4901
9408 65 11 0.5098
9408 65 12 0.6388
9408 65 13 0.5407
9408 65 14 0.5265
9408 65 15 0.6615
9408 65 16 0.556
9408 65 17 0.6555
9408 65 18 0.6751
9408 65 19 0.684
9408 65 20 0.4964
9408 65 21 0.5807
9408 65 22 0.503
9408 65 23 0.7717
9408 65 24 0.5614
9408 65 25 0.5331
9744 65 1 0.6366
9744 65 2 0.7204
9744 65 3 0.5491
9744 65 4 0.5686
9744 65 5 0.5429
9744 65 6 0.578
9744 65 7 0.4956
9744 65 8 0.4765
9744 65 9 0.5325
9744 65 10 0.5048
9744 65 11 0.5487
9744 65 12 0.615
9744 65 13 0.5485
9744 65 14 0.498
9744 65 15 0.6967
9744 65 16 0.5488
9744 65 17 0.6388
9744 65 18 0.6727
9744 65 19 0.6913
9744 65 20 0.4773
9744 65 21 0.5649
9744 65 22 0.4773
9744 65 23 0.7727
9744 65 24 0.5404
9744 65 25 0.542
